Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
Hotel Barcelona Universal,"a 1,3 km del centro","Ciutat Vella, Barcelona",€ 796,"8,3",5 de 5,3.434 comentarios,https://www.booking.com/hotel/es/universal.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=313&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=9023102_93708782_0_34_0&highlighted_blocks=9023102_93708782_0_34_0&matching_block_id=9023102_93708782_0_34_0&sr_pri_blocks=9023102_93708782_0_34_0__79600&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Barcelona Universal ofrece WiFi gratuita, gimnasio y piscina en la azotea con vistas a la ciudad. Se encuentra junto a la estación de metro de Parallel y a solo 600 metros de Las Ramblas.

Las habitaciones del Barcelona Universal Hotel son amplias y funcionales. Tienen suelo de madera, aire acondicionado y baño con artículos de aseo y toallero eléctrico.

El restaurante Medea del Barcelona Universal sirve un desayuno buffet con productos fríos y calientes, así como una gran variedad de opciones saludables.

El hotel está situado a 20 minutos a pie de la Fuente Mágica y del Museo de Arte MNAC, en Montjuïc. La plaza de Cataluña se halla a solo 3 paradas de metro, mientras que los animados bares del barrio del Raval quedan a solo 500 metros."
Hotel Condado,a 2 km del centro,"Sarrià-Sant Gervasi, Barcelona",€ 571,"8,3",4 de 5,2.105 comentarios,https://www.booking.com/hotel/es/condado.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=314&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=9040002_364051234_0_2_0&highlighted_blocks=9040002_364051234_0_2_0&matching_block_id=9040002_364051234_0_2_0&sr_pri_blocks=9040002_364051234_0_2_0__57130&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hotel Condado se encuentra a 200 metros de la avenida Diagonal de Barcelona y a 10 minutos a pie de la estación de metro de Diagonal. Ofrece habitaciones elegantes con aire acondicionado, TV vía satélite y conexión Wi-Fi gratuita.

Las habitaciones del Condado también cuentan con calefacción y baño privado con secador de pelo y artículos de aseo. Disponen de caja fuerte y un escritorio con un cable LAN para conectarse a internet de forma gratuita.

El desayuno se sirve en la cafetería del hotel, aunque también podrá tomarlo en su habitación.

El hotel dispone de recepción 24 horas y de mostrador de información turística, donde podrá alquilar un coche.

La Pedrera y la Casa Batlló, situadas en el paseo de Gracia, están a pocos pasos."
Majestic Hotel & Spa Barcelona GL,"a 0,9 km del centro","Eixample, Barcelona",€ 1.535,"8,5",4 de 5,1.583 comentarios,https://www.booking.com/hotel/es/majestic.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=315&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=9102018_88190397_0_2_0&highlighted_blocks=9102018_88190397_0_2_0&matching_block_id=9102018_88190397_0_2_0&sr_pri_blocks=9102018_88190397_0_2_0__153480&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Majestic Hotel & Spa Barcelona GL ofrece alojamiento de lujo en un edificio neoclásico del Passeig de Gràcia. Cuenta con un spa y una piscina pequeña al aire libre (no climatizada) en la azotea, desde donde se contemplan vistas espectaculares a la ciudad. 

El Majestic Hotel Barcelona conserva su fachada original y dispone de habitaciones elegantes y modernas con una bonita decoración clásica. Todas tienen aire acondicionado y TV de pantalla plana. Los apartamentos están situados en un edificio independiente ubicado junto al hotel.

El restaurante SOLC está en la primera planta y sirve cocina catalana tradicional. El Bar del Majestic es un piano bar con música en directo por las noches. El bar de cócteles Dolce Vitae, situado junto a la piscina, abre en verano y tiene vistas a Barcelona.

El spa cuenta con baños de vapor, sauna y una amplia variedad de tratamientos. También hay un centro de fitness.

El Majestic Barcelona está a 100 metros de la Casa Batlló de Gaudí y Queda a 10 minutos a pie de la plaza de Cataluña y Las Ramblas."
Boat Accommodations Barcelona,"a 5,5 km del centro","Eixample, Barcelona",€ 445,"8,5",2 de 5,187 comentarios,https://www.booking.com/hotel/es/ellen-jay.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=316&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=368567806_235988329_2_0_0&highlighted_blocks=368567806_235988329_2_0_0&matching_block_id=368567806_235988329_2_0_0&sr_pri_blocks=368567806_235988329_2_0_0__44478&from=searchresults#hotelTmpl,"El Boat Accommodations Barcelona ofrece alojamiento con aire acondicionado en el Port Forum de Barcelona. Hay aparcamiento privado.

Cada barco dispone de conexión WiFi gratuita, cocina totalmente equipada, zona de estar con sofá y TV de pantalla plana y baño privado con ducha.

La Platja del Litoral está a menos de 1 km del Boat Accommodations Barcelona, mientras que Llevant se encuentra a 13 minutos a pie. El aeropuerto más cercano es el de Barcelona-El Prat, situado a 21 km del alojamiento."
Barcelona Central Garden Hostal,"a 0,6 km del centro","Sant Andreu, Barcelona",€ 612,"9,2",3 de 5,616 comentarios,https://www.booking.com/hotel/es/barcelona-central-garden-hostel.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=317&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=55438907_88502282_0_0_0&highlighted_blocks=55438907_88502282_0_0_0&matching_block_id=55438907_88502282_0_0_0&sr_pri_blocks=55438907_88502282_0_0_0__61168&from=searchresults#hotelTmpl,"El albergue Barcelona Central Garden Hostal está situado a solo 5 minutos a pie del Passeig de Gràcia y de la plaza Catalunya y cuenta con una terraza con mesas al aire libre. Además, hay WiFi gratuita en todas las dependencias.

Las habitaciones privadas y compartidas disponen de aire acondicionado. También hay baños compartidos con ducha y secador de pelo, así como taquillas privadas de uso gratuito en las habitaciones compartidas.

El albergue está dotado de una cocina compartida y un salón común con TV. Bajo petición, se puede organizar un servicio de lavandería, y también hay consigna de equipaje por un suplemento.

A 3 minutos a pie del establecimiento encontrará varios restaurantes y bares. Los autobuses que van al aeropuerto paran a 800 metros, mientras que la plaza Catalunya, las Ramblas y el Barrio Gótico quedan a 10 minutos a pie."
Arcelon Hotel! New Opening! Nueva apertura 2023!,"a 3,5 km del centro","Eixample, Barcelona",€ 607,"8,8",3 de 5,912 comentarios,https://www.booking.com/hotel/es/arcelon.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=318&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=873414409_356160067_0_2_0&highlighted_blocks=873414409_356160067_0_2_0&matching_block_id=873414409_356160067_0_2_0&sr_pri_blocks=873414409_356160067_0_2_0__60700&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Arcelon Hotel! New Opening! Nueva apertura 2023! se encuentra en Barcelona, a 2,8 km de Platja de la Nova Mar Bella, y ofrece alojamiento con piscina de temporada al aire libre, parking privado, jardín y terraza. Este hotel de 4 estrellas ofrece servicio de conserjería, mostrador de información turística y wifi gratis. Este alojamiento libre de humo está a 2,9 km de Playa de la Mar Bella.

El hotel ofrece habitaciones con aire acondicionado, escritorio, hervidor, minibar, caja fuerte, TV de pantalla plana y baño privado con ducha. En Arcelon Hotel! New Opening! Nueva apertura 2023!, todas las habitaciones incluyen ropa de cama y toallas.

En recepción se habla catalán, alemán, inglés y español, y el personal está siempre dispuesto a echar una mano.

Platja de Llevant está a 3 km del alojamiento, y Sagrada Familia está a 1,9 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km."
Room Mate Anna,"a 0,7 km del centro","Ciutat Vella, Barcelona",€ 1.030,"8,7",2 de 5,4.052 comentarios,https://www.booking.com/hotel/es/room-mate-anna.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=319&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=176914303_90862719_0_2_0&highlighted_blocks=176914303_90862719_0_2_0&matching_block_id=176914303_90862719_0_2_0&sr_pri_blocks=176914303_90862719_0_2_0__103020&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Room Mate Anna se encuentra en el centro de Barcelona y alberga una terraza solárium y una piscina pequeña de temporada en la azotea con vistas. Este hotel ofrece un diseño moderno e innovador, además de servicios personalizados. El hotel sirve todos los días un desayuno buffet con platos fríos y calientes hasta el mediodía.

Todas las habitaciones son elegantes y cuentan con aire acondicionado, WiFi gratis y TV de pantalla plana. Algunas habitaciones disponen de zona de estar y balcón con vistas a la Casa Batlló. También incluyen una amplia variedad de artículos de aseo gratuitos, secador de pelo y caja fuerte.

El establecimiento ofrece WiFi portátil y salas de reuniones y conferencias.

En la octava planta del hotel se encuentra el bar Terraza de Anna by Vida Mona, que ofrece vistas a la ciudad, cócteles y tapas mediterráneas.
 El restaurante Vibra Speakeasy está inspirado en el estilo de 1920 y ofrece música en directo, comida y cócteles de la época.

El Room Mate Anna se encuentra en el centro de l'Eixample, a solo 100 metros de la Casa Batlló y junto a numerosas tiendas, restaurantes y lugares de interés cultural. El aeropuerto de Barcelona-El Prat se halla a 13 km del establecimiento."
Chic & Basic Lemon Boutique Hotel,a 450 m del centro,"Eixample, Barcelona",€ 619,"8,3",3 de 5,1.764 comentarios,https://www.booking.com/hotel/es/marvi.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=320&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=1201207_343261237_0_0_0&highlighted_blocks=1201207_343261237_0_0_0&matching_block_id=1201207_343261237_0_0_0&sr_pri_blocks=1201207_343261237_0_0_0__61930&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel pequeño y moderno se encuentra entre las 2 plazas principales del centro de Barcelona, Catalunya y Universitat, una ubicación ideal para explorar el centro cultural de la ciudad.

El Chic & Basic Lemon está justo al final de la vibrante Rambla y a poca distancia a pie del barrio Gótico. El establecimiento se encuentra a solo 100 metros de la plaza Catalunya y del comienzo del elegante Paseo de Gràcia, donde se hallan maravillas modernistas como la Casa Batlló.

Este pequeño establecimiento ofrece un excelente servicio familiar.

Las habitaciones son amplias y disponen de TV digital, caja fuerte gratuita y baño con bañera completa y control de temperatura."
Spot Smart Nomad,"a 1,6 km del centro","Eixample, Barcelona",€ 645,"7,3",4 de 5,31 comentarios,https://www.booking.com/hotel/es/spot-smart-nomad.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=321&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081174&all_sr_blocks=49968911_329633912_2_2_0&highlighted_blocks=49968911_329633912_2_2_0&matching_block_id=49968911_329633912_2_2_0&sr_pri_blocks=49968911_329633912_2_2_0__64500&from=searchresults#hotelTmpl,"El Spot Smart Nomad se encuentra en el centro de Barcelona, a 450 metros de la plaza Espanya y a 100 metros del centro de exposiciones Fira. Ofrece apartamentos amplios y modernos con patio privado.

En la Plaza Espanya se encuentra el centro comercial Las Arenas, una antigua plaza de toros. También podrá visitar la Fuente Mágica de Montjüic, la Fundación Joan Miró y el Museo Nacional de Cataluña. En las calles de los alrededores hay muchos restaurantes, bares y tiendas.

El Spot Smart Nomad presenta una decoración elegante en color blanco. Además, disponen de zona de salón independiente con TV de pantalla plana. Todas las suites están equipadas con caja fuerte, nevera y set de té y café.

El establecimiento sirve un desayuno diario bajo petición que incluye fruta fresca. También hay un salón luminoso con sofás.

El Spot Smart Nomad está a 1 minuto a pie de la estación de metro de Rocafort, que enlaza con la plaza Catalunya en menos de 5 minutos. La Casa Batlló y La Pedrera de Gaudí están a 10 minutos a pie. Los autobuses al aeropuerto salen de la plaza de España. La estación de tren de Sants está a 15 minutos a pie."
Catalonia Mikado,a 4 km del centro,"Sarrià-Sant Gervasi, Barcelona",€ 541,"8,2",3 de 5,2.165 comentarios,https://www.booking.com/hotel/es/cataloniamikado.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=326&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=9059107_194592994_0_2_0&highlighted_blocks=9059107_194592994_0_2_0&matching_block_id=9059107_194592994_0_2_0&sr_pri_blocks=9059107_194592994_0_2_0__54130&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este elegante hotel está situado en el exclusivo barrio de Sarrià y alberga una terraza jardín con piscina al aire libre y bañera de hidromasaje. Las habitaciones son funcionales y cuentan con aire acondicionado, TV vía satélite, nevera pequeña con agua gratuita y WiFi gratuita.

El restaurante del Catalonia Mikado está especializado en platos internacionales y sirve desayunos y cenas. El establecimiento también alberga un bar y se encuentra a 500 metros del encantador centro de Sarrià, famoso por sus pastelerías.

El Catalonia Mikado se halla a 10 minutos a pie de la Universidad Ramon Llull y de la Universidad Internacional de Cataluña. También está cerca de algunos de los centros médicos más importantes de Barcelona, como el centro Teknon, el IMO y el Institut Català de Retina.

El alojamiento queda a solo 10 minutos a pie de la estación de tren de Sarrià, que permite llegar al centro de Barcelona en 5 minutos."
Hostal Parisien Las Ramblas,"a 0,5 km del centro","Ciutat Vella, Barcelona",€ 398,"6,8",5 de 5,922 comentarios,https://www.booking.com/hotel/es/hostal-parisien.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=327&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=314236002_360588548_2_0_0&highlighted_blocks=314236002_360588548_2_0_0&matching_block_id=314236002_360588548_2_0_0&sr_pri_blocks=314236002_360588548_2_0_0__39815&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Hostal Parisien Las Ramblas dispone de alojamiento con wifi gratis en Barcelona. El alojamiento está muy bien situado, a 6 min a pie de Plaza Cataluña y a menos de 1 km de Teatro Tívoli. El alojamiento está cerca de varios lugares de interés destacados, a unos menos de 1 km de Paseo de Gracia, a 8 min a pie de Palacio de la Música Catalana y a 500 metros de Portal del Ángel. El alojamiento está a 400 metros del centro de la ciudad y a 2,4 km de Platja de Sant Sebastià.

En el hostal o pensión, las habitaciones tienen escritorio. En Hostal Parisien Las Ramblas, todas las habitaciones disponen de TV y algunas también ofrecen vistas a la ciudad. En el alojamiento, las habitaciones están equipadas con ropa de cama y toallas.

Cerca del alojamiento hay puntos de interés como Catedral de Barcelona, Mercado de la Boquería y Museo Picasso. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
"Kimpton Vividora Hotel, an IHG Hotel",a 350 m del centro,"Ciutat Vella, Barcelona",€ 1.227,"8,9",4 de 5,1.170 comentarios,https://www.booking.com/hotel/es/kimpton-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=328&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=530216924_187382544_2_42_0&highlighted_blocks=530216924_187382544_2_42_0&matching_block_id=530216924_187382544_2_42_0&sr_pri_blocks=530216924_187382544_2_42_0__122724&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Kimpton Vividora Hotel, an IHG Hotel está situado en el Barrio Gótico de Barcelona.El establecimiento se encuentra a pocos pasos de la estación de metro Plaça Catalunya, en la zona comercial de Portal de l'Angel y a 10 minutos de la zona comercial de Paseo de Gracia. Este establecimiento presenta un diseño elegante y cuenta con restaurante mediterráneo, cafetería, terraza con bar y piscina en la azotea.

Todas las habitaciones presentan una decoración contemporánea. Todas disponen de colchoneta de yoga, set de té y café, TV inteligente, minibar y albornoz exclusivo. Además, el hotel ofrece el servicio Forgot it? We got it!. Este servicio pone a disposición de sus huéspedes gran variedad de artículos y accesorios que mejorarán aún más la estancia.

El espacio gastronómico del Kimpton Vividora Hotel, un hotel de la cadena IHG, cuenta con la Terraza de Vivi, situada en la azotea con magníficas vistas de la ciudad, piscina, tumbonas, cócteles y aperitivos. El restaurante Fauna, situado en la 1ª planta, ofrece cocina mediterránea con raíces catalanas en una sala que recuerda a un típico apartamento del Ensanche. El Got Coffee & Cocktails da a la calle y sirve café de origen local, vino y cócteles exclusivos. Este espacio gastronómico es un lugar donde los huéspedes se sienten como en casa. Todos los días, a partir de las 18:00, se ofrece a todos los huéspedes la hora social de vinos de forma gratuita, con barra libre de vinos locales.

Este hotel, que admite mascotas, está cerca de lugares de interés como la catedral de Barcelona, la plaza de Cataluña y el Palau de la Música Catalana. El aeropuerto de Barcelona-El Prat, situado a 15 km, es el más cercano.

Según los comentarios de los huéspedes, esta parte de Barcelona es su favorita."
Hotel Sansi Barcelona,a 450 m del centro,"Eixample, Barcelona",€ 548,"8,0",4 de 5,779 comentarios,https://www.booking.com/hotel/es/sansi-barcelona-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=329&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__54815&from=searchresults#hotelTmpl,"Hotel Sansi Barcelona está muy bien situado en el barrio de Eixample, Barcelona, a 7 min a pie de Plaza Cataluña, a 400 metros de Estación de metro Passeig de Gràcia y a 6 min a pie de Casa Batlló. Este hotel de 4 estrellas ofrece servicio de habitaciones, recepción 24 horas y wifi gratis. El alojamiento está a 5 min a pie de Paseo de Gracia y a 600 metros del centro de la ciudad.

El hotel ofrece habitaciones con aire acondicionado, escritorio, caja fuerte, TV de pantalla plana y baño privado con bañera.

Cerca del alojamiento hay puntos de interés como Mercado de la Boquería, Teatro Tívoli y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
Hotel Ciutadella Barcelona,"a 1,3 km del centro","Ciutat Vella, Barcelona",€ 643,"8,3",4 de 5,1.117 comentarios,https://www.booking.com/hotel/es/ciutadella-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=330&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=0_0_2_0_0&highlighted_blocks=0_0_2_0_0&matching_block_id=0_0_2_0_0&sr_pri_blocks=0_0_2_0_0__64332&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El Hotel Ciutadella Barcelona dispone de habitaciones preciosas y elegantes y goza de una ubicación céntrica ideal a menos de 300 metros de la iglesia de Santa María del Mar, del parque de la Ciutadella y de la estación de metro Barceloneta. También ofrece fácil acceso a los barrios históricos Born y Gótico.

Todas las habitaciones del Hotel Ciutadella Barcelona presentan una decoración contemporánea y disponen de aire acondicionado, TV y baño privado.

Los bares y cafeterías del Passeig del Born están a 200 metros del Hotel Ciutadella, mientras que el paseo marítimo de Joan de Borbó se encuentra a 5 minutos a pie y cuenta con varios restaurantes de marisco.

Las playas más cercanas están a 15 minutos a pie del hotel, mientras que la plaza de Catalunya y Las Ramblas se encuentran a menos de 2 km."
Hilton Diagonal Mar Barcelona,"a 4,6 km del centro","Sant Martí, Barcelona",€ 1.166,"7,7",5 de 5,2.091 comentarios,https://www.booking.com/hotel/es/hilton-diagonal-mar-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=331&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=9687832_93709920_2_34_0&highlighted_blocks=9687832_93709920_2_34_0&matching_block_id=9687832_93709920_2_34_0&sr_pri_blocks=9687832_93709920_2_34_0__116606&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Este hotel está situado junto al centro comercial Diagonal Mar, a solo 400 metros de la playa Nova Mar Bella. Cuenta con piscina de temporada al aire libre, centro de fitness y habitaciones con aire acondicionado y TV LED.

La terraza del Hilton Diagonal Mar Barcelona, llamada Purobeach Barcelona, tiene piscina exterior para adultos y piscina infantil, ambas disponibles desde mayo hasta octubre. Los servicios de la terraza Purobeach, entre ellos las camas balinesas, las tumbonas y los masajes, están disponibles por un suplemento.

El restaurante Purobeach ofrece una carta variada, cócteles clásicos y licores internacionales. El restaurante Aürt sirve comida catalana cocinada frente a los huéspedes. El Ma'i cuenta con tapas, aperitivos y bebidas.

Este hotel tiene 22 salas para reuniones. El CCIB (centro internacional de convenciones de Barcelona) está situado junto al hotel. La estación de metro El Maresme-Fòrum se encuentra a 2 minutos a pie y ofrece un servicio que tarda unos 15 minutos en llegar al centro de Barcelona. El aeropuerto de Barcelona-El Prat queda a 25 minutos en coche."
Nobu Hotel Barcelona,"a 2,4 km del centro","Sants-Montjuïc, Barcelona",€ 1.079,"8,3",4 de 5,1.746 comentarios,https://www.booking.com/hotel/es/nobu-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=332&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081182&all_sr_blocks=506024701_0_2_0_0&highlighted_blocks=506024701_0_2_0_0&matching_block_id=506024701_0_2_0_0&sr_pri_blocks=506024701_0_2_0_0__107883&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Nobu Hotel Barcelona está en Barcelona, a 4 min a pie de Estación de tren de Sants, y dispone de alojamiento con piscina de temporada al aire libre, parking privado, centro de fitness y terraza. Este alojamiento ofrece restaurante, servicio de habitaciones y recepción 24 horas, además de wifi gratis en todo el alojamiento. El alojamiento ofrece servicio de conserjería, guardaequipaje y cambio de moneda.

En el hotel, las habitaciones incluyen aire acondicionado y caja fuerte.

Hay opciones buffet o continentales de desayuno disponibles cada mañana en Nobu Hotel Barcelona.

Fuente Mágica de Montjuïc está a 16 min a pie del alojamiento, y Casa Batlló está a 2,7 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
